,cycle,b1c0,b1c11,b1c14,b1c15,b1c16,b1c17,b1c18,b1c19,b1c1,b1c20,b1c21,b1c23,b1c24,b1c25,b1c26,b1c27,b1c28,b1c29,b1c2,b1c30,b1c31,b1c32,b1c33,b1c34,b1c35,b1c36,b1c37,b1c38,b1c39,b1c40,b1c41,b1c42,b1c43,b1c44,b1c45,b1c4,b1c5,b1c6,b1c7,b1c9,b2c0,b2c10,b2c11,b2c12,b2c13,b2c14,b2c17,b2c18,b2c19,b2c1,b2c20,b2c21,b2c22,b2c23,b2c24,b2c25,b2c26,b2c27,b2c28,b2c29,b2c2,b2c30,b2c31,b2c32,b2c33,b2c34,b2c35,b2c36,b2c37,b2c38,b2c39,b2c3,b2c40,b2c41,b2c42,b2c43,b2c44,b2c45,b2c46,b2c47,b2c4,b2c5,b2c6,b3c0,b3c10,b3c11,b3c12,b3c13,b3c14,b3c15,b3c16,b3c17,b3c18,b3c19,b3c1,b3c20,b3c21,b3c22,b3c24,b3c25,b3c26,b3c27,b3c28,b3c29,b3c30,b3c31,b3c33,b3c34,b3c35,b3c36,b3c3,b3c40,b3c41,b3c42,b3c43,b3c44,b3c45,b3c4,b3c5,b3c6,b3c7,b3c8,b3c9
438,439,1.0618819,1.0426371,1.0589998,1.0479039,1.0709822,1.0632955,1.0252045,1.0605818,1.0716237,0.95629793,0.997132,1.0681385,1.0622444,1.059399,1.0701239,1.062407,1.060709,1.063161,1.0761455,1.0578092,1.0770844,1.0542063,1.0684561,1.0594703,1.0517418,1.054922,1.0446121,1.0404919,1.0493325,1.0706038,1.0664576,1.0556628,1.0389317,1.0359067,1.0371126,1.0721264,1.0663851,1.0416334,1.0765724,1.073771,,0.9807573,0.93437225,0.90513116,0.93859327,0.96174979,0.96523499,0.94319177,0.913064,,0.97129953,0.95557815,0.98787165,0.98757875,0.97085655,0.91796917,0.93279529,0.92875171,0.98619342,0.98379517,0.87558585,0.95294887,0.96696526,1.0040293,1.0085526,0.98484719,0.92720997,1.0132905,0.95511013,0.93466645,0.92162466,,0.96526086,0.85387713,0.92471832,0.9185583,0.9144392,0.96040857,0.85274088,1.0065285,0.88553745,0.94775361,0.93202913,1.0551674,1.050703,1.0459137,1.0635098,1.0440227,1.0602573,1.0501795,1.0506506,1.0526054,1.0514076,1.0550543,1.0520742,1.0493746,1.0045214,1.0447308,1.0318369,1.049932,1.0595303,1.0444523,0.93932682,1.0489248,1.0574492,1.0496055,1.04708,1.0459884,1.0477726,1.0398313,1.0503069,1.0396973,1.0372082,1.0588878,1.0606831,1.0612248,1.0616473,1.0593441,1.0307592,0.97165221,1.0612317,1.0493127,1.0622466
439,440,1.0604327,1.0425751,1.0587391,1.0479509,1.0710406,1.0630701,1.0251082,1.060349,1.0715833,0.95549446,0.99655765,1.0681686,1.0621535,1.0591449,1.0713243,1.0616578,1.0605114,1.0628512,1.0760616,1.0564367,1.0767726,1.0544369,1.0681909,1.0594848,1.0516645,1.0549818,1.0422099,1.0403746,1.0489944,1.0707024,1.0663652,1.055331,1.038994,1.0356357,1.036492,1.0719755,1.0664408,1.0417081,1.0763651,1.0737492,,0.97984242,0.93359214,0.90403527,0.93716127,0.96013284,0.96378177,0.94185758,0.91128695,,0.97026604,0.95448083,0.98676038,0.98659801,0.96929187,0.91657317,0.93090045,0.92715728,0.9855938,0.9825533,0.8732143,0.95162451,0.96563292,1.0030063,1.0078965,0.98341626,0.92500943,1.0126532,0.95318174,0.93261892,0.91931313,,0.96475679,0.85166776,0.92308176,0.91716355,0.91247672,0.9589079,0.84997082,1.0061014,0.88401437,0.94679499,0.93169993,1.0551358,1.0505898,1.0458572,1.0634129,1.0438267,1.0602872,1.050047,1.0506965,1.0525314,1.051466,1.0550666,1.0519832,1.049316,1.0043013,1.0447049,1.0317726,1.0499758,1.0593574,1.0443683,0.93889493,1.0486544,1.0573759,1.0494775,1.0470769,1.0459502,1.047611,1.0398141,1.0503273,1.0395504,1.0371095,1.0588509,1.0606924,1.0611851,1.0614563,1.0591191,1.0307101,0.97130567,1.0611359,1.0492966,1.0622534
440,441,1.0625196,1.0427042,1.0581622,1.048133,1.0711181,1.0628595,1.0243464,1.0600903,1.0715197,0.95473081,0.99628717,1.0681871,1.0616218,1.0590105,1.0711921,1.0628836,1.0606421,1.0629336,1.0760143,1.0574532,1.0764934,1.054513,1.0679387,1.0593796,1.0516908,1.0549971,1.0441419,1.0396956,1.048557,1.0707022,1.0663654,1.0550182,1.0386815,1.0351875,1.0358025,1.0719178,1.0664033,1.0409759,1.0762159,1.0737009,,0.97978652,0.93236786,0.90279388,0.93585473,0.95843613,0.96242201,0.94081068,0.91015077,,0.96922719,0.95356178,0.9860056,0.98578715,0.96793026,0.91467285,0.93004686,0.92532361,0.98416632,0.98086798,0.87133861,0.95013285,0.96434402,1.0019591,1.0068711,0.98212886,0.9233166,1.0118452,0.95135283,0.93021804,0.91697448,,0.96230519,0.84924215,0.92149991,0.91515285,0.91034549,0.95745122,0.8471604,1.0059043,0.88218367,0.94555831,0.9307124,1.0552121,1.0504749,1.0456796,1.0633599,1.0437628,1.0601646,1.0499239,1.050703,1.0525097,1.0513346,1.0550182,1.0519274,1.0491874,1.0042127,1.0446506,1.0317594,1.0498396,1.0593448,1.0442138,0.93839586,1.0486784,1.0573764,1.0493747,1.0470226,1.0458798,1.0476186,1.0397813,1.0502295,1.0394319,1.0370333,1.0588201,1.0606155,1.0611131,1.0614491,1.0591238,1.0306822,0.97107726,1.0611669,1.0491298,1.0621274
441,442,1.0639434,1.0426726,1.0584321,1.0480933,1.0710304,1.0627218,1.0248789,1.0599046,1.0716007,0.95490491,0.9959957,1.0681833,1.0623176,1.0593702,1.0713378,1.062331,1.0608382,1.0630035,1.0761212,1.0571451,1.0763075,1.0541185,1.0682528,1.0593399,1.0515566,1.0545632,1.0435462,1.0393814,1.0482386,1.0707132,1.0662228,1.0550652,1.0384371,1.0348454,1.0352947,1.0718591,1.0663306,1.0409975,1.0760834,1.0736812,,0.97923726,0.93105072,0.90141863,0.93415332,0.95713627,0.96087283,0.93990183,0.90882021,,0.96793568,0.95221651,0.98483312,0.98525101,0.96699083,0.91259348,0.92842287,0.92402214,0.98316133,0.97936219,0.8694759,0.94805813,0.96281922,1.0009145,1.004805,0.98080713,0.92080396,1.0109046,0.94920957,0.92722756,0.91445494,,0.96144545,0.84701252,0.91974312,0.91325915,0.90825111,0.95615697,0.844455,1.0057614,0.88061273,0.94344556,0.92973709,1.0552329,1.0502775,1.0455805,1.0633236,1.043565,1.0601619,1.0498517,1.0506988,1.0524852,1.0512028,1.0549412,1.0519751,1.0491245,1.0039661,1.0445886,1.0316046,1.0496759,1.0593871,1.0442427,0.9380964,1.0485648,1.0572721,1.0492109,1.0469004,1.0458686,1.0476327,1.0396899,1.0501142,1.0394258,1.0369468,1.0587573,1.0605526,1.0609456,1.0613012,1.0588452,1.0303543,0.97095162,1.0613092,1.0490887,1.0621233
442,443,1.0656309,1.042112,1.0589863,1.0475355,1.0708309,1.0626469,1.0248654,1.0593686,1.071733,0.95422435,0.99545354,1.0679892,1.0621455,1.0590355,1.0711676,1.0622839,1.0602793,1.0625571,1.076252,1.0572513,1.0761299,1.0538436,1.0675675,1.0579919,1.0512936,1.0545707,1.0433168,1.039047,1.0478541,1.0707088,1.0658742,1.0547578,1.0380585,1.0341544,1.0347475,1.0718098,1.0663148,1.0403608,1.0759028,1.0737822,,0.97847301,0.93035638,0.89998871,0.93294114,0.95544571,0.95922285,0.93822187,0.9073652,,0.96691263,0.9513036,0.98346311,0.98349714,0.96517533,0.91134328,0.9264046,0.92239714,0.98213756,0.97736079,0.86707366,0.94653499,0.96122998,0.99994594,1.0045756,0.97953838,0.91881937,1.009885,0.94767416,0.92614669,0.91250968,,0.96157032,0.84478104,0.9176271,0.91168553,0.90631694,0.95463628,0.84151042,1.0056394,0.87853497,0.94169849,0.92938673,1.0551355,1.0503857,1.0453866,1.0632584,1.0434669,1.0600724,1.0496502,1.0506881,1.0523881,1.0512259,1.0549053,1.0519999,1.0489807,1.0038757,1.0445985,1.0314711,1.0496821,1.0592111,1.0439378,0.93769836,1.0485404,1.0572312,1.0492245,1.0469348,1.0457515,1.0475487,1.0395716,1.0502956,1.0392833,1.0369083,1.0588901,1.0604603,1.0609411,1.0613569,1.0588977,1.0303565,0.97059149,1.0612875,1.0489459,1.0620677
443,444,1.0659555,1.0422918,1.0590034,1.0478038,1.0706748,1.0625629,1.0242175,1.0593058,1.0718055,0.95353544,0.99469632,1.0683962,1.062143,1.0592294,1.0712568,1.062821,1.0607597,1.0626791,1.0763232,1.0571719,1.0760082,1.0537442,1.0671558,1.058722,1.0510734,1.0540817,1.0430993,1.0385848,1.0477642,1.0706491,1.066103,1.0547016,1.0380845,1.0338473,1.0340285,1.0717101,1.0660682,1.0402236,1.0761266,1.0738063,,0.97805268,0.9292317,0.89848828,0.93128401,0.95370513,0.95835727,0.93678325,0.90593261,,0.96568352,0.94951081,0.98269111,0.98314393,0.96358973,0.90913671,0.92497456,0.92022896,0.98052168,0.97640765,0.86509514,0.94503284,0.960163,0.9988541,1.0030454,0.97785604,0.91709417,1.0092007,0.94565088,0.9237085,0.91019863,,0.9605298,0.84246331,0.91579926,0.90987837,0.90443283,0.95281774,0.83857614,1.0054997,0.87695885,0.94062382,0.92867553,1.0548861,1.0503237,1.0452894,1.0632342,1.0433449,1.0599875,1.0495541,1.0505924,1.0523452,1.0511663,1.0548811,1.0517693,1.0488731,1.0037339,1.0445023,1.0315272,1.0498562,1.0592391,1.0438383,0.9371804,1.0484757,1.0571362,1.0490878,1.046814,1.0457644,1.0475674,1.0395541,1.0500599,1.0391428,1.0367812,1.0588733,1.0603986,1.0608654,1.0612829,1.0587767,1.0303053,0.97041512,1.0613415,1.0488424,1.0620019
444,445,1.0643761,1.0421399,1.0588629,1.0479259,1.0704805,1.0624909,1.0233902,1.0591671,1.0715779,0.95244104,0.99349338,1.0681446,1.0616063,1.0590123,1.0713096,1.062744,1.0609668,1.0626421,1.0763732,1.0570545,1.0758889,1.0540277,1.0676138,1.0588918,1.0508455,1.0542026,1.0429362,1.0380301,1.0473746,1.07064,1.0660645,1.0545048,1.0378312,1.0332499,1.0336242,1.0717523,1.0651278,1.0402628,1.076245,1.0736878,,0.97792226,0.92767406,0.89687663,0.92989081,0.95216399,0.9572438,0.93582231,0.90424311,,0.96411729,0.9485032,0.9813562,0.98249012,0.96177578,0.90682453,0.92354733,0.91882813,0.97990507,0.97468442,0.86303389,0.94366211,0.95854157,0.99812877,1.0016111,0.97615123,0.91457367,1.0082153,0.94394207,0.92080712,0.90778065,,0.95929176,0.840406,0.91422182,0.90818954,0.90199047,0.95175117,0.83577001,1.0053358,0.87493223,0.93901026,0.92851317,1.0550086,1.050258,1.0452355,1.0632355,1.0431906,1.060015,1.0494595,1.0504205,1.05225,1.0510596,1.0548676,1.0517343,1.0488058,1.0035235,1.0444567,1.0313736,1.049474,1.0590005,1.0438552,0.93673539,1.0482442,1.0570467,1.0489024,1.0467899,1.0456252,1.0474226,1.0395449,1.0499812,1.0390056,1.0366668,1.0588657,1.0602833,1.0607196,1.0610967,1.0587683,1.030239,0.97032797,1.0613017,1.0487765,1.0619848
445,446,1.0592486,1.0415088,1.0585622,1.0479194,1.0703385,1.0624087,1.0242443,1.0590811,1.071839,0.95225322,0.99316061,1.0681167,1.061308,1.0591398,1.0710866,1.0610708,1.0602007,1.0626341,1.0761567,1.0568877,1.0758014,1.0536677,1.067578,1.0588198,1.0506361,1.0542033,1.0430256,1.037891,1.046864,1.0704902,1.0661147,1.0543084,1.0375798,1.0326885,1.0329324,1.0716654,1.0655328,1.0410042,1.0763285,1.0734634,,0.97692364,0.92647517,0.895504,0.92852867,0.95044112,0.95536155,0.9346844,0.90295649,,0.96334267,0.94735873,0.98041064,0.98141098,0.96006048,0.90559042,0.92151749,0.916857,0.97886759,0.97323418,0.86105341,0.94174868,0.95712548,0.9937517,1.0004314,0.97487074,0.91289681,1.0074577,0.94187397,0.91868478,0.90544778,,0.95805556,0.8378315,0.91232401,0.9062115,0.89974576,0.94999361,0.83272976,1.005322,0.87290198,0.93697155,0.92798388,1.0549339,1.0502088,1.0451859,1.063229,1.0431368,1.0599154,1.0494156,1.0505593,1.0521787,1.0510447,1.0546935,1.0517012,1.0486739,1.0033067,1.0444191,1.0313997,1.0495381,1.0587747,1.0438242,0.9362672,1.0482841,1.0569805,1.048821,1.0467477,1.0456476,1.0472744,1.0393687,1.0499405,1.0388234,1.0366133,1.0588489,1.0602889,1.0607257,1.0611314,1.0586797,1.0301514,0.96984112,1.0613055,1.048613,1.062053
446,447,1.064343,1.0419524,1.0586758,1.0471581,1.0703788,1.0623319,1.0238181,1.0592304,1.071848,0.95186043,0.9932158,1.0677803,1.0612988,1.0593113,1.0708817,1.0617625,1.0604511,1.0620289,1.0763607,1.0565921,1.0757374,1.0536445,1.0675547,1.0588616,1.0505143,1.0541774,1.0427315,1.0374757,1.0465825,1.0702155,1.0659306,1.0542212,1.0372324,1.0322999,1.0323497,1.0716718,1.0654005,1.0400473,1.0763688,1.0733747,,0.9764533,0.92569757,0.89418483,0.92718524,0.94862384,0.9545241,0.93296534,0.90144557,,0.96162105,0.94582558,0.97888136,0.9806692,0.95858723,0.90318888,0.9205516,0.91544217,0.97772068,0.97160357,0.85906541,0.93997931,0.95575297,0.99288076,0.99963188,0.97304726,0.91056728,1.0063845,0.94011509,0.91674244,0.90313172,,0.95712894,0.83576792,0.91053015,0.9042865,0.89797854,0.94840461,0.82994288,1.0049525,0.87088978,0.93522167,0.9273628,1.0548476,1.0502043,1.0451012,1.0631537,1.0429684,1.0598274,1.0493685,1.050565,1.0520983,1.0510075,1.0546781,1.0515102,1.0485233,1.0032248,1.0443586,1.0312465,1.0494161,1.0587574,1.0438598,0.93583494,1.0481198,1.0568886,1.0487301,1.0467259,1.0455221,1.0472224,1.0393469,1.0499845,1.0386614,1.036566,1.0588164,1.0602195,1.0607401,1.0609953,1.0585504,1.0301613,0.96954376,1.0612617,1.048522,1.0619513
447,448,1.0652808,1.0417867,1.0588126,1.0471466,1.0704132,1.062294,1.0233251,1.0591486,1.0718658,0.95115072,0.99268031,1.0668021,1.0615791,1.058676,1.0707951,1.0622272,1.0601275,1.0627019,1.0763779,1.0566772,1.0756655,1.053048,1.0674044,1.0587885,1.0503544,1.0540112,1.0425857,1.0372491,1.0461304,1.0699736,1.0661327,1.0539691,1.0370981,1.0317748,1.0318661,1.0716684,1.0652297,1.0400503,1.0763664,1.0732459,,0.97643757,0.92420983,0.89295751,0.92602617,0.94747531,0.95306468,0.93204987,0.90030259,,0.96027666,0.9449172,0.97821605,0.97974688,0.95756757,0.90142214,0.91841209,0.91334563,0.9763577,0.96982026,0.85658461,0.9384535,0.9542225,0.99396002,0.99858421,0.97162426,0.9084639,1.0055867,0.93813515,0.91451746,0.90074271,,0.95530403,0.83365697,0.90873355,0.90275109,0.89566106,0.94694281,0.8270995,1.00491,0.8687793,0.93375164,0.92693728,1.0546218,1.0502682,1.0449983,1.063084,1.0429118,1.059791,1.0492455,1.0505556,1.0519778,1.0509119,1.0546435,1.0514719,1.0483807,1.0030122,1.044325,1.031215,1.049433,1.0587084,1.0435432,0.93548775,1.0481254,1.05685,1.0487188,1.0466284,1.0454686,1.0471236,1.0393232,1.0499297,1.0386014,1.0364264,1.0588284,1.0602081,1.0607432,1.060982,1.058449,1.0299937,0.96928906,1.0612754,1.0484189,1.0619303
448,449,1.0652997,1.0417421,1.0584691,1.0466539,1.0706168,1.0622358,1.0232821,1.0580764,1.0718762,0.95048141,0.99229586,1.0676169,1.0612718,1.059043,1.0706545,1.0621275,1.0600228,1.0626003,1.0763856,1.0564165,1.0755644,1.0528313,1.0673814,1.0574414,1.0503242,1.0537788,1.042357,1.0368965,1.0459481,1.0698023,1.0661159,1.0536307,1.0368122,1.0314648,1.0309187,1.0717132,1.0650657,1.040292,1.0763171,1.0732068,,0.97558135,0.92299461,0.8912127,0.92488629,0.94566113,0.95055091,0.93034464,0.89879459,,0.95946002,0.94327438,0.97693145,0.97866392,0.95584601,0.89987123,0.91667032,0.91163886,0.97577232,0.96839833,0.85462558,0.93657655,0.95301247,0.99260956,0.99735022,0.96958965,0.90535456,1.0042735,0.93656075,0.91201621,0.89863873,,0.95444471,0.83132482,0.90700841,0.90081036,0.89358318,0.94535685,,1.0047451,0.86692816,0.93209243,0.92609471,1.0547136,1.0503135,1.0450507,1.0630866,1.0428648,1.0597426,1.0492885,1.0504037,1.0519,1.0508794,1.0534551,1.0514511,1.0483731,1.0029176,1.0442264,1.0310639,1.0495409,1.0587299,1.0434139,0.93503261,1.0481871,1.0567186,1.0486895,1.0466952,1.0454562,1.0471287,1.0392152,1.0498703,1.0384923,1.0363547,1.0587873,1.0600711,1.0607383,1.0608044,1.0583589,1.0299318,0.96888655,1.0600467,1.0483701,1.0618688
449,450,1.0651654,1.041677,1.0587249,1.0463488,1.0707031,1.0621635,1.0232291,1.0588599,1.0716311,0.9495213,0.99135303,1.0682576,1.0617871,1.058972,1.0705923,1.0621482,1.0597748,1.0626005,1.0761533,1.0566721,1.0755383,1.0526928,1.067413,1.0585179,1.050368,1.0535693,1.0421194,1.0365928,1.0456319,1.0696709,1.0662413,1.0533043,1.0368037,1.030697,1.0307088,1.0718466,1.0651001,1.0397882,1.0760505,1.0732778,,0.97426361,0.92180943,0.89004558,0.92322671,0.94374764,0.94998229,0.92916149,0.89713043,,0.95808297,0.9420557,0.97544181,0.97776461,0.95444131,0.89749545,0.91505343,0.9095459,0.9723509,0.96677482,0.8526594,0.93474901,0.95114917,0.98922682,0.99557382,0.96812683,0.90447164,1.0029761,0.93439519,0.90975118,0.89638144,,0.95322949,0.82909793,0.90518683,0.89876276,0.89164793,0.94326329,,1.0042425,0.86470538,0.93032718,0.92562711,1.0543875,1.050324,1.0448843,1.0630608,1.0428524,1.0595669,1.0491616,1.0503597,1.0518682,1.0508745,1.0546651,1.0514677,1.0484231,1.0026499,1.0442076,1.0310645,1.0494139,1.0587651,1.0434893,0.9344843,1.0479835,1.0566347,1.0486079,1.0465585,1.0453839,1.0470481,1.0391718,1.0497812,1.038311,1.0362252,1.0587572,1.0600861,1.0607047,1.0608147,1.0582867,1.0296463,0.96877295,1.0611398,1.0483282,1.0619053
450,451,1.0648381,1.0412087,1.0583308,1.046225,1.0707866,1.0621934,1.0228592,1.0583743,1.0714047,0.94972175,0.9904182,1.0681442,1.0616804,1.0588112,1.0705924,1.0622536,1.0595334,1.0623168,1.0759333,1.0565252,1.0754691,1.0527517,1.0668598,1.0581031,1.0502918,1.0531572,1.041665,1.0363595,1.0454689,1.0695585,1.0660639,1.0529805,1.0364517,1.0302136,1.0301379,1.0717057,1.0649842,1.0392524,1.076215,1.0733738,,0.97447294,0.92053241,0.88820404,0.92187065,0.94207859,0.94875634,0.92795593,0.89586878,,0.95668697,0.94099498,0.97420788,0.97696161,0.95224053,0.89612204,0.91312814,0.90816277,0.97335756,0.96497685,0.85055459,0.93296444,0.94928277,0.98467356,0.99489468,0.96619701,0.90215701,1.0024233,0.93253917,0.90768898,0.89409053,,0.95147961,0.82653892,0.9035334,0.89695638,0.88946599,0.94190699,,1.0042675,0.86297095,0.92896754,0.92498076,1.0544145,1.0502824,1.0448592,1.0629623,1.042678,1.0594468,1.0491488,1.0500411,1.051843,1.0507613,1.0545957,1.0514156,1.0483158,1.0024481,1.0441668,1.0309215,1.0493621,1.0587755,1.0433437,0.93395358,1.0479636,1.0565059,1.0484041,1.0465418,1.045359,1.0470495,1.0390761,1.0497296,1.0381074,1.0361243,1.0586938,1.0601354,1.060631,1.0606176,1.0582941,1.0296199,0.96837765,1.0610752,1.048297,1.0618849
451,452,1.0647463,1.0409021,1.0583825,1.0462247,1.0707079,1.0622698,1.0230721,1.0585935,1.0712407,0.94949889,0.98998195,1.0681325,1.0615132,1.0587027,1.0707114,1.0622854,1.0600513,1.0622566,1.0757965,1.0562462,1.0754305,1.053159,1.066748,1.0578492,1.0500665,1.0533719,1.0412954,1.0360708,1.04505,1.0694848,1.0659003,1.0532645,1.0364513,1.0295681,1.0297301,1.0716143,1.0649637,1.0396602,1.0757703,1.0734421,,0.9736259,0.91947043,0.88677901,0.92025012,0.94024038,0.94636118,0.92566687,0.89364964,,0.95558655,0.93938333,0.97287619,0.97613883,0.9509564,0.89411986,0.91171312,0.9064675,0.97174358,0.96343631,0.84853148,0.93132442,0.94800532,0.98866165,0.99365777,0.96469659,0.90001434,1.0017152,0.93064469,0.90463203,0.89185178,,0.95009565,,0.90169901,0.89487028,0.88764578,0.94002515,,1.004282,0.86079347,0.92733616,0.92386317,1.054315,1.0502001,1.0446762,1.0629075,1.0426837,1.059333,1.0490242,1.050347,1.0517663,1.0507909,1.054428,1.051247,1.0482838,1.0023233,1.0440837,1.0309521,1.0491391,1.0587181,1.0432158,0.93366045,1.0478972,1.0563862,1.0483698,1.0465177,1.0453451,1.0469364,1.0390739,1.0496175,1.0380822,1.0360477,1.0586748,1.0601246,1.0606545,1.0604521,1.058257,1.029431,0.96807921,1.0611343,1.0483087,1.0618026
452,453,1.0647039,1.0409504,1.0578643,1.0464582,1.0702167,1.0621758,1.0226916,1.0585932,1.0707967,0.94871759,0.98899484,1.0680927,1.06179,1.0584757,1.0694735,1.0622377,1.0599159,1.0621904,1.0756837,1.0559567,1.0754876,1.0530591,1.0663356,1.0579392,1.0499107,1.0526025,1.0413001,1.0357767,1.044773,1.0694115,1.065685,1.052915,1.0362076,1.0290719,1.02887,1.0714514,1.0649351,1.0392653,1.0754489,1.0734361,,0.9730804,0.91804093,0.88515335,0.91891456,0.9383707,0.94480413,0.92475641,0.89221758,,0.95402378,0.93805408,0.97215229,0.97490364,0.94933689,0.8920126,0.9101215,0.9045338,0.97017622,0.96185333,0.84649694,0.92931861,0.94626963,0.98771113,0.99192649,0.96310562,0.89801615,1.0004183,0.9288519,0.90278774,0.88960302,,0.94898731,,0.89989066,0.89329398,0.88571709,0.93824714,,1.0035878,0.85822964,0.92534542,0.92359823,1.054183,1.0502771,1.0446602,1.0628686,1.0425968,1.0591861,1.0489562,1.0502318,1.0517216,1.0507079,1.0544558,1.0512788,1.0481762,1.0021627,1.044102,1.0309602,1.0489343,1.0586385,1.0430831,0.93323535,1.0478679,1.0564388,1.0482919,1.0464519,1.0452858,1.0469644,1.0389292,1.0495815,1.037899,1.0359477,1.0586771,1.060091,1.0605837,1.060491,1.058105,1.0294259,0.96780896,1.0610254,1.0481936,1.0617692
453,454,1.063228,1.041285,1.0577728,1.0459975,1.0705345,1.0619521,1.0223802,1.0583198,1.0710164,0.94831449,0.98892701,1.0676947,1.0613545,1.0584266,1.0706283,1.062234,1.0601315,1.0616426,1.075597,1.0555499,1.0754724,1.0526763,1.0664765,1.05821,1.0498458,1.0529169,1.0408847,1.0354059,1.0443553,1.06934,1.0655507,1.0528853,1.0359106,1.0285163,1.0280824,1.071386,1.0648818,1.0382768,1.0752169,1.073471,,0.97273743,0.91645575,0.88383412,0.91731012,0.93669575,0.94382435,0.92378706,0.89080107,,0.95308405,0.93706757,0.97049731,0.97397208,0.94765449,0.89028287,0.90820384,0.90297741,0.96935087,0.96018088,0.84423381,0.92778081,0.94481105,0.98674923,0.99048871,0.96130216,0.89592814,0.99957991,0.92675781,0.90049702,0.88714838,,0.94728833,,0.89822137,0.89129239,0.88363647,0.93682939,,1.0032806,0.85633785,0.92388058,0.92304695,1.0540767,1.0501972,1.0445529,1.0627874,1.0424653,1.0590938,1.0488632,1.0502267,1.0517385,1.0506651,1.0543543,1.0511222,1.0481566,1.0019816,1.0441551,1.0309443,1.0491719,1.058589,1.0429528,0.93274575,1.0477128,1.0564593,1.0481523,1.0465144,1.0452665,1.0470419,1.0388944,1.0494058,1.0378578,1.0358503,1.0586599,1.0600729,1.0606089,1.0606433,1.0580851,1.0293869,0.96745908,1.061036,1.0481775,1.0617379
454,455,1.0547636,1.0411062,1.057685,1.0456142,1.0704103,1.0618259,1.0220084,1.0583407,1.0710196,0.94780302,0.98857701,1.0679007,1.0612416,1.0578609,1.070686,1.0621511,1.0600215,1.0608232,1.0755434,1.0557264,1.075303,1.0522038,1.0659609,1.0580868,1.0484746,1.0523596,1.0404476,1.0350876,1.0439404,1.069231,1.0656689,1.0529214,1.035946,1.0282694,1.0272104,1.0713328,1.0648828,1.0380446,1.0750121,1.073427,,0.97163427,0.91528714,0.88249803,0.91593474,0.93483454,0.93922186,0.92209107,0.88866538,,0.95163387,0.93547553,0.96949381,0.97277331,0.94603276,0.88815749,0.90678054,0.90120375,0.9678148,0.95818198,0.84222329,0.925901,0.94326437,0.98543668,0.98925525,0.95961934,0.8938514,0.9971233,0.92477572,0.8980915,0.88496488,,0.94557124,,0.89634043,0.8896336,0.8817578,0.93509007,,1.0033882,0.85468566,0.92176181,0.92242616,1.0540138,1.0502359,1.0444804,1.0627449,1.0424337,1.0590876,1.0488013,1.0502259,1.0516877,1.0506502,1.0543078,1.0511264,1.0480328,1.0018498,1.0440071,1.0308748,1.049208,1.0587271,1.0429866,0.9324199,1.0476102,1.0564461,1.0480917,1.0463765,1.0451511,1.0469152,1.038805,1.0494249,1.0377069,1.035702,1.0585976,1.0600432,1.0605248,1.060426,1.0580297,1.0292748,0.96724194,1.0610855,1.0481331,1.0616906
455,456,1.0632898,1.0408635,1.0573488,1.0453606,1.0701035,1.0617161,1.0220739,1.058165,1.0709518,0.94722074,0.98842269,1.068038,1.0613314,1.0579098,1.070568,1.0620947,1.0601621,1.0616337,1.0755167,1.0555369,1.0751849,1.0516949,1.0661333,1.0578724,1.049316,1.0525413,1.0396575,1.0347639,1.043529,1.0691541,1.0653567,1.0523914,1.0355856,1.0276663,1.026775,1.0713606,1.0648775,1.0377243,1.0748615,1.0733733,,0.97139966,0.9135533,0.88099337,0.91476095,0.93313062,0.94051653,0.92031026,0.88707125,,0.94960034,0.93359512,0.9682585,0.97218353,0.94434536,0.88636982,0.90485632,0.89925498,0.96666521,0.95660007,0.84004307,0.92411691,0.94179529,0.98383963,0.98727489,0.95823103,0.89191109,0.99756223,0.92261314,0.89615595,0.88253945,,0.94513321,,0.89434588,0.88769329,0.87968791,0.93326139,,1.0034015,0.85267848,0.92001194,0.9221462,1.054031,1.0500827,1.0443076,1.0626897,1.0423034,1.0590492,1.0487167,1.0501742,1.0517131,1.0505438,1.0542554,1.0509914,1.0480094,1.0016996,1.0439762,1.0307976,1.0489457,1.0585721,1.0429749,0.93183064,1.0475274,1.056404,1.0480266,1.0463017,1.0451816,1.0469551,1.0387654,1.0494058,1.0375776,1.0356529,1.0585444,1.0599669,1.0604177,1.0606878,1.0579456,1.0293301,0.96694547,1.0609727,1.0480475,1.0616065
